WMD 1.0
ROOM 0,7,6
1,2,0,WALL
2,0,0,WALL|INVERT
2,1,0,WALL|INVERT
2,2,0,WALLCURVE1
3,7,0,SURGERY_DOOR|INVERT|SPECIAL
4,5,0,INSET_WCV1
4,6,0,INSETEDGE|INVERT
4,8,0,INSET_CORNER|INVERT
4,9,0,CENTRECOLUMN
5,0,0,WALL
5,1,0,INSET_CORNER|INVERT
5,2,0,INSET_WALL|INVERT
5,3,0,INSET_WALL|INVERT
5,4,0,INSET_WALL|INVERT
5,9,0,INSET_WALL
6,0,0,WALL
6,9,0,INSETEDGE
7,0,0,WALL
7,1,0,BATHSW
7,1,1,PLANT
7,3,0,BATHSW
7,3,1,ROOT
7,5,0,CHAIR_SE
7,6,0,DESK_LEFT
7,8,0,COR_DOOR|SPECIAL
7,8,3,DOORJAMB
8,0,0,WALL
8,1,0,BATHSW
8,1,1,ROOT|INVERT
8,3,0,BATHSW
8,3,1,PLANT|INVERT
8,6,0,DESK_RIGHT
8,9,0,INSET_CORNER
9,1,0,INSET_WALL|INVERT
9,2,0,INSET_WALL|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSET_WALL|INVERT
9,5,0,INSET_WALL|INVERT
9,6,0,INSET_WALL|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
9,9,0,CENTRECOLUMN
ROOM 144,6,6
0,1,0,SHOWER_PARTITION|INVERT
0,2,0,SHOWER_PARTITION|INVERT
0,3,0,SHOWER_PARTITION|INVERT
0,4,0,STORECUPBOARD|INVERT
0,5,0,WALL|INVERT
0,5,2,WINDOW|INVERT
0,6,0,WALL|INVERT
0,6,2,WINDOW|INVERT
0,7,0,WALL|INVERT
0,7,2,WINDOW|INVERT
0,8,0,SHELF|INVERT
1,0,0,SHOWER_PARTITION
1,3,0,SHOWER_PARTITION
1,5,0,SIDE_CABINET
1,6,0,SOLIDBRICK
1,6,1,FOLDED_TOWEL|INVERT
1,7,0,SOLIDBRICK
1,7,1,FOLDED_TOWEL|INVERT
1,9,0,INSET_CORNER
2,0,0,SHOWER_PARTITION
2,3,0,SHOWER_PARTITION
2,6,0,SOLIDBRICK
2,7,0,SOLIDBRICK
2,9,0,INSET_WALL
3,0,0,SHOWER_PARTITION
3,6,0,SOLIDBRICK
3,7,0,SOLIDBRICK
3,9,0,INSET_WALL
4,0,0,SHOWER_PARTITION
4,1,0,SHOWER_PARTITION|INVERT
4,2,0,SHOWER_PARTITION|INVERT
4,3,0,DOUBLE_SHOWER
4,9,0,INSET_WALL
5,0,0,WALL
5,1,0,SOFA_SW
5,2,0,SOFA_SW
5,2,1,FOLDED_TOWEL
5,3,0,SOFA_SW
5,9,0,INSET_WALL
6,0,0,WALL
6,1,0,SOFA_SW
6,6,0,DESK_LEFT
6,6,1,MONITOR_FRONT|INVERT
6,9,0,INSET_WALL
7,0,0,WALL
7,6,0,DESK_RIGHT
7,7,0,CHAIR_NE
7,9,0,INSET_WALL
8,0,0,GRILL
8,1,0,PLANT
8,4,0,COR_DOOR|INVERT|SPECIAL
8,4,3,DOORJAMB|INVERT
8,9,0,INSET_WALL
9,1,0,INSET_CORNER|INVERT
9,2,0,INSET_WALL|INVERT
9,3,0,INSETEDGE|INVERT
9,5,0,INSET_CORNER|INVERT
9,6,0,INSET_WALL|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
ROOM 145,7,6
0,3,0,WALL|INVERT
0,4,0,COR_DOOR|INVERT|SPECIAL
0,4,3,DOORJAMB|INVERT
0,5,0,WALL|INVERT
1,2,0,WALLCURVE1|INVERT
1,6,0,WALLCURVE2
2,0,0,WALL|INVERT
2,1,0,WALLCURVE1|INVERT
2,2,0,SOFA_SW
2,7,0,WALLCURVE2
2,8,0,WALL|INVERT
2,9,0,WALL|INVERT
5,4,0,INFO|INVERT|SPECIAL
6,0,0,INSET_WALL|INVERT
6,1,0,INSET_WCV2
6,7,0,INSET_WCV1
6,8,0,INSET_WALL|INVERT
6,9,0,INSET_WALL|INVERT
7,2,0,INSET_WCV2
7,6,0,INSET_WCV1
8,3,0,INSET_WALL
8,4,0,COR_DOOR|INVERT|SPECIAL
8,4,3,DOORJAMB|INVERT
8,6,0,INSET_WALL
9,3,0,INSETEDGE|INVERT
9,5,0,INSET_CORNER|INVERT
ROOM 146,6,6
0,0,0,WALL|INVERT
0,1,0,WALL|INVERT
0,2,0,GRILL|INVERT
0,3,0,WALL|INVERT
0,4,0,COR_DOOR|INVERT|SPECIAL
0,4,3,DOORJAMB|INVERT
0,5,0,WALL|INVERT
0,6,0,GRILL|INVERT
0,7,0,SHOWER_PARTITION|INVERT
0,8,0,SHOWER_PARTITION|INVERT
1,0,0,INSIDEWALL|INVERT
1,1,0,SOLIDBRICK|INVERT
1,1,2,SOLIDBRICK|INVERT
1,2,0,SIDE_CABINET
1,3,0,INSIDEWALL|INVERT
1,6,0,SHOWER_PARTITION
1,8,0,SHOWER_PARTITION
2,0,0,INSIDEWALL|INVERT
2,1,0,SOLIDBRICK|INVERT
2,1,1,FOLDED_TOWEL|INVERT
2,1,2,SOLIDBRICK|INVERT
2,1,3,FOLDED_TOWEL|INVERT
2,3,0,INSIDEWALL|INVERT
2,8,0,SHOWER_PARTITION
3,0,0,INSIDEWALL|INVERT
3,3,0,INSIDEWALL|INVERT
3,6,0,SHOWER_PARTITION
3,7,0,SHOWER_PARTITION|INVERT
3,8,0,DOUBLE_SHOWER|INVERT
4,0,0,INSIDEWALL|INVERT
4,3,0,INSIDEWALL|INVERT
4,6,0,SURGERY_DOOR|SPECIAL
4,8,0,BATHSW|INVERT
4,9,0,INSET_WALL
5,0,0,INSIDEWALL|INVERT
5,2,0,SURGERY_DOOR|INVERT|SPECIAL
5,3,0,INSIDEWALL|INVERT
5,7,0,INSET_CORNER
5,8,0,BATHSW|INVERT
5,9,0,INSET_WALL
6,0,0,CENTRECOLUMN|INVERT
6,1,0,INSETEDGE|INVERT
6,3,0,CENTRECOLUMN|INVERT
6,5,0,INFO|SPECIAL
6,7,0,PLANT
6,8,0,FILING_CABINET
6,9,0,INSET_WALL|INVERT
9,0,0,INSET_WALL|INVERT
9,1,0,INSET_WALL|INVERT
9,2,0,INSET_WALL|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSET_WALL|INVERT
9,5,0,INSET_WALL|INVERT
9,6,0,INSET_WALL|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
9,9,0,INSET_WALL|INVERT
ROOM 147,2,2
0,1,0,RED|INVERT
0,2,0,RED|INVERT
0,3,0,RED|INVERT
0,4,0,RED|INVERT
0,5,0,RED|INVERT
0,6,0,RED|INVERT
0,7,0,RED|INVERT
0,8,0,RED|INVERT
1,0,0,RED
1,9,0,INSET_CORNER
2,0,0,RED
2,2,0,BATHSW
2,4,0,BATHSW
2,6,0,BATHSW
2,6,1,ROOT|INVERT
2,9,0,INSET_WALL
3,0,0,GRILL
3,2,0,BATHSW
3,2,1,ROOT|INVERT
3,4,0,BATHSW
3,6,0,BATHSW
3,9,0,INSET_WALL
4,0,0,RED
4,9,0,INSET_WALL
5,0,0,COR_DOOR|SPECIAL
5,0,3,DOORJAMB
5,9,0,INSET_WALL
6,0,0,RED
6,2,0,BATHSW
6,3,0,CHAIR_SE
6,4,0,DESK_LEFT
6,7,0,BATHSW
6,9,0,INSET_WALL
7,0,0,RED
7,2,0,BATHSW
7,2,1,ROOT|INVERT
7,4,0,DESK_RIGHT
7,7,0,BATHSW
7,7,1,ROOT|INVERT
7,9,0,INSET_WALL
8,0,0,RED
8,9,0,INSET_WALL
9,0,0,RED
9,9,0,INSET_WALL
ROOM 148,2,2
0,0,0,RED
0,9,0,INSET_WALL
1,0,0,RED
1,9,0,INSET_WALL
2,0,0,RED
2,2,0,BATHSW
2,2,1,ROOT
2,3,0,BATHSW
2,3,1,ROOT|INVERT
2,4,0,BATHSW
2,4,1,ROOT
2,7,0,BATHSW|INVERT
2,7,1,ROOT|INVERT
2,9,0,INSET_WALL
3,0,0,GRILL
3,7,0,BATHSW|INVERT
3,9,0,INSET_WALL
4,0,0,RED
4,7,0,BATHSW|INVERT
4,7,1,PLANT|INVERT
4,9,0,INSET_WALL
5,0,0,RED
5,2,0,BATHSW
5,2,1,ROOT|INVERT
5,3,0,BATHSW
5,3,1,ROOT|INVERT
5,4,0,BATHSW
5,4,1,ROOT
5,7,0,BATHSW|INVERT
5,7,1,ROOT|INVERT
5,9,0,INSET_WALL
6,0,0,RED
6,7,0,BATHSW|INVERT
6,7,1,ROOT|INVERT
6,9,0,INSET_WALL
7,0,0,COMPUTERA
7,7,0,BATHSW|INVERT
7,9,0,INSET_WALL
8,0,0,COMPUTERB
8,9,0,INSET_WALL
9,0,0,RED
9,9,0,INSET_WALL
ROOM 149,2,2
0,0,0,VDU
0,9,0,INSET_WALL
1,0,0,VDU
1,9,0,INSET_WALL
2,0,0,WALL
2,1,0,RESEARCH|INVERT
2,2,0,RESEARCH|INVERT
2,3,0,RESEARCH|INVERT
2,6,0,RESEARCH|INVERT
2,7,0,RESEARCH|INVERT
2,8,0,RESEARCH|INVERT
2,9,0,INSET_WALL
3,0,0,WALL
3,1,0,SOFA_SW|INVERT
3,2,0,SOFA_SW|INVERT
3,3,0,SOFA_SW|INVERT
3,7,0,CHAIR_SE
3,8,0,DESK_LEFT
3,9,0,INSET_WALL
4,0,0,WALL
4,1,0,SOFA_SW|INVERT
4,8,0,DESK_RIGHT
4,9,0,INSET_WALL
5,0,0,COR_DOOR|SPECIAL
5,0,3,DOORJAMB
5,9,0,INSET_WALL
6,0,0,WALL
6,8,0,INFO|INVERT|SPECIAL
6,9,0,INSET_WALL
7,1,0,INSET_CORNER|INVERT
7,2,0,INSET_WALL|INVERT
7,3,0,INSET_WALL|INVERT
7,4,0,INSET_WALL|INVERT
7,5,0,INSET_WALL|INVERT
7,6,0,INSET_WALL|INVERT
7,7,0,INSET_WALL|INVERT
7,8,0,INSET_WALL|INVERT
ROOM 151,6,7
0,0,0,GRILL|INVERT
0,1,0,WALL|INVERT
0,2,0,GRILL|INVERT
0,3,0,WALL|INVERT
0,4,0,GRILL|INVERT
0,5,0,WALL|INVERT
0,6,0,WALL|INVERT
0,7,0,WALL|INVERT
0,8,0,WALL|INVERT
1,6,0,CHAIR_SE|INVERT
1,7,0,CHAIR_SE|INVERT
1,8,0,CHAIR_SE|INVERT
1,9,0,INSET_CORNER
2,9,0,INSET_WALL
3,7,0,INFO|SPECIAL
3,9,0,INSET_WALL
4,0,0,WALL
4,1,0,INSET_CORNER|INVERT
4,2,0,INSET_WALL|INVERT
4,3,0,INSET_WALL|INVERT
4,4,0,INSET_WALL|INVERT
4,5,0,INSET_WALL
4,9,0,INSET_WALL
5,0,0,WALL
5,1,0,TRESSLE_SHELVES
5,3,0,CHAIR_SE
5,4,0,DESK_LEFT
5,5,0,INSET_WALL
5,9,0,INSET_WALL
6,0,0,WALL
6,1,0,RADSUIT_LOCKER
6,4,0,DESK_RIGHT
6,5,0,INSET_WALL
6,9,0,INSET_WALL
7,0,0,COR_DOOR|SPECIAL
7,0,3,DOORJAMB
7,5,0,INSET_WALL
7,9,0,INSET_WALL
8,0,0,WALL
8,3,0,COR_DOOR|INVERT|SPECIAL
8,3,3,DOORJAMB|INVERT
8,5,0,INSET_WALL
8,9,0,INSET_WALL
9,0,0,INSETEDGE|INVERT
9,1,0,INSET_WALL|INVERT
9,2,0,INSETEDGE|INVERT
9,4,0,INSET_CORNER|INVERT
9,5,0,INSET_WALL
9,9,0,INSET_WALL
ROOM 152,7,6
0,1,0,GRILL|INVERT
0,2,0,WALL|INVERT
0,3,0,COR_DOOR|INVERT|SPECIAL
0,3,3,DOORJAMB|INVERT
0,4,0,GRILL|INVERT
0,5,0,INSETEDGE
0,9,0,INSET_WALL
1,0,0,WALL
1,5,0,INSET_CORNER
1,9,0,INSET_WALL
2,0,0,GRILL
2,5,0,INSET_WALL
2,8,0,DESK_LEFT
2,9,0,INSET_WALL
3,0,0,WALL
3,2,0,BATHSW
3,2,1,ROOT|SPECIAL
3,4,0,BATHSW
3,5,0,INSET_WALL
3,8,0,DESK_RIGHT
3,9,0,INSET_WALL
4,0,0,WALL
4,5,0,INSET_WALL
4,9,0,INSET_WALL
5,0,0,GRILL
5,2,0,BATHSW
5,2,1,BATHSW
5,2,2,BATHSW
5,4,0,BATHSW
5,4,1,BATHSW
5,5,0,INSET_WALL
5,8,0,DESK_LEFT
5,9,0,INSET_WALL
6,0,0,WALL
6,5,0,INSET_WALL
6,8,0,DESK_RIGHT
6,9,0,INSET_WALL
7,0,0,WALL
7,5,0,INSET_WALL
7,9,0,INSET_WALL
8,0,0,GRILL
8,1,0,BATHSW
8,4,0,BATHSW
8,5,0,INSET_WALL
8,9,0,INSET_WALL
9,1,0,INSET_CORNER|INVERT
9,2,0,INSET_WALL|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSET_WALL|INVERT
9,9,0,INSET_WALL
ROOM 153,7,6
0,1,0,WALL|INVERT
0,2,0,WALL|INVERT
0,3,0,WALL|INVERT
0,4,0,WALLCURVE1|INVERT
0,5,0,TRESSLE_SHELVES
0,9,0,INSET_WALL
1,0,0,WALL
1,1,0,TRESSLE_SHELVES
1,2,0,TRESSLE_SHELVES
1,3,0,TRESSLE_SHELVES
1,9,0,INSET_WALL
2,0,0,WALL
2,9,0,INSET_WALL
3,0,0,WALL
3,1,0,CHAIR_SE
3,2,0,DESK_LEFT
3,4,0,CHAIR_SE
3,5,0,DESK_LEFT
3,9,0,INSET_WALL
4,0,0,WALL
4,2,0,DESK_RIGHT
4,5,0,DESK_RIGHT
4,9,0,INSET_WALL
5,0,0,WALL
5,1,0,CHAIR_SE
5,2,0,DESK_LEFT
5,5,0,DESK_LEFT
5,9,0,INSET_WALL
6,0,0,WALL
6,2,0,DESK_RIGHT
6,5,0,DESK_RIGHT
6,8,0,TRESSLE_SHELVES
6,9,0,INSET_WALL
7,0,0,WALL
7,8,0,TRESSLE_SHELVES
7,9,0,INSET_WALL
8,0,0,WALL
8,8,0,TRESSLE_SHELVES
8,9,0,INSET_WALL
9,1,0,INSET_CORNER|INVERT
9,2,0,INSET_WALL|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSET_WALL|INVERT
9,5,0,INSET_WALL|INVERT
9,6,0,INSET_WALL|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
ROOM 160,6,6
0,1,0,SHOWER_PARTITION|INVERT
0,2,0,SHOWER_PARTITION|INVERT
0,3,0,SHOWER_PARTITION|INVERT
0,4,0,WALL|INVERT
0,4,2,WINDOW|INVERT
0,5,0,WALL|INVERT
0,5,2,WINDOW|INVERT
0,6,0,WALL|INVERT
0,6,2,WINDOW|INVERT
0,7,0,WALL|INVERT
1,0,0,SHOWER_PARTITION
1,3,0,SHOWER_PARTITION
1,5,0,SIDE_CABINET
1,6,0,SOLIDBRICK
1,6,1,FOLDED_TOWEL|INVERT
1,7,0,SOLIDBRICK
1,7,1,FOLDED_TOWEL|INVERT
1,8,0,INSET_CORNER
2,0,0,SHOWER_PARTITION
2,6,0,SOLIDBRICK
2,7,0,SOLIDBRICK
2,8,0,INSET_WALL
3,0,0,SHOWER_PARTITION
3,1,0,SHOWER_PARTITION|INVERT
3,2,0,SHOWER_PARTITION|INVERT
3,3,0,DOUBLE_SHOWER
3,6,0,SOLIDBRICK
3,7,0,SOLIDBRICK
3,8,0,INSET_WALL
4,0,0,WALL
4,1,0,PLANT
4,3,0,SURGERY_DOOR|SPECIAL
4,8,0,INSET_WALL
5,0,0,WALL
5,1,0,BATHSW|INVERT
5,3,0,CENTRECOLUMN|INVERT
5,6,0,CHAIR_SE
5,7,0,DESK_LEFT
5,8,0,INSET_WALL
6,0,0,WALL
6,1,0,INSET_WALL|INVERT
6,2,0,INSET_WALL|INVERT
6,7,0,DESK_RIGHT
6,8,0,INSET_WALL
7,0,0,WALL
7,1,0,SOFA_SW
7,8,0,INSET_WALL
8,0,0,WALL
8,1,0,SOFA_SW
8,4,0,COR_DOOR|INVERT|SPECIAL
8,4,3,DOORJAMB|INVERT
8,7,0,INFO|SPECIAL
8,8,0,INSET_WALL
9,1,0,INSET_CORNER|INVERT
9,2,0,INSET_WALL|INVERT
9,3,0,INSETEDGE|INVERT
9,5,0,INSET_CORNER|INVERT
9,6,0,INSET_WALL|INVERT
9,7,0,INSET_WALL|INVERT
ROOM 161,7,6
0,3,0,WALL|INVERT
0,4,0,COR_DOOR|INVERT|SPECIAL
0,4,3,DOORJAMB|INVERT
0,5,0,WALL|INVERT
0,6,0,GRILL|INVERT
0,7,0,GRILL|INVERT
0,8,0,GRILL|INVERT
1,2,0,WALL
1,3,0,CHAIR_SE
1,5,0,INSIDEWALL|INVERT
1,8,0,BATHSW|INVERT
1,9,0,INSET_CORNER
2,0,0,WALL|INVERT
2,1,0,WALL|INVERT
2,2,0,WALLCURVE1|INVERT
2,3,0,CHAIR_SE
2,5,0,INSIDEWALL|INVERT
2,8,0,PLANT|INVERT
2,9,0,INSET_WALL
3,2,0,PLANT|INVERT
3,5,0,CENTRECOLUMN
3,6,0,SURGERY_DOOR|INVERT|SPECIAL
3,7,0,CENTRECOLUMN
3,8,0,INSIDEWALL
3,9,0,INSET_WCV2|INVERT
6,0,0,INSET_WALL|INVERT
6,1,0,INSET_WALL|INVERT
6,2,0,INSET_WCV2
7,3,0,INSET_WALL
7,4,0,INFO|SPECIAL
7,6,0,INSET_WCV1|INVERT
7,7,0,INSET_WALL|INVERT
7,8,0,INSET_WALL|INVERT
7,9,0,INSET_WALL|INVERT
8,3,0,INSET_WALL
8,6,0,INSET_WALL
9,3,0,INSET_WALL|INVERT
9,4,0,INSET_WALL|INVERT
9,5,0,INSET_WALL|INVERT
ROOM 162,6,6
0,0,0,WALL|INVERT
0,1,0,WALL|INVERT
0,2,0,GRILL|INVERT
0,3,0,WALL|INVERT
0,4,0,GRILL|INVERT
0,5,0,WALL|INVERT
0,6,0,GRILL|INVERT
0,7,0,WALL|INVERT
0,8,0,WALL|INVERT
0,9,0,WALL|INVERT
1,0,0,INSIDEWALL|INVERT
1,1,0,SOLIDBRICK
1,1,2,SOLIDBRICK
1,2,0,SIDE_CABINET
1,3,0,INSIDEWALL|INVERT
1,4,0,SOLIDBRICK
1,4,2,SOLIDBRICK
1,5,0,SIDE_CABINET
1,6,0,INSIDEWALL|INVERT
1,7,0,SOLIDBRICK
1,7,2,SOLIDBRICK
1,8,0,SIDE_CABINET
1,9,0,INSIDEWALL|INVERT
2,0,0,INSIDEWALL|INVERT
2,1,0,SOLIDBRICK
2,1,1,FOLDED_TOWEL
2,1,2,SOLIDBRICK
2,1,3,FOLDED_TOWEL
2,3,0,INSIDEWALL|INVERT
2,4,0,SOLIDBRICK
2,4,1,FOLDED_TOWEL
2,4,2,SOLIDBRICK
2,4,3,FOLDED_TOWEL
2,6,0,INSIDEWALL|INVERT
2,7,0,SOLIDBRICK
2,7,1,FOLDED_TOWEL
2,7,2,SOLIDBRICK
2,7,3,FOLDED_TOWEL
2,9,0,INSIDEWALL|INVERT
3,0,0,INSIDEWALL|INVERT
3,3,0,INSIDEWALL|INVERT
3,6,0,INSIDEWALL|INVERT
3,9,0,INSIDEWALL|INVERT
4,0,0,INSIDEWALL|INVERT
4,1,0,SOFA_SW
4,3,0,INSIDEWALL|INVERT
4,4,0,SOFA_SW
4,6,0,INSIDEWALL|INVERT
4,7,0,SOFA_SW
4,9,0,INSIDEWALL|INVERT
5,0,0,INSIDEWALL|INVERT
5,1,0,SOFA_SW
5,2,0,SURGERY_DOOR|INVERT|SPECIAL
5,3,0,INSIDEWALL|INVERT
5,4,0,SOFA_SW
5,5,0,SURGERY_DOOR|INVERT|SPECIAL
5,6,0,INSIDEWALL|INVERT
5,7,0,SOFA_SW
5,8,0,SURGERY_DOOR|INVERT|SPECIAL
5,9,0,INSIDEWALL|INVERT
6,0,0,CENTRECOLUMN|INVERT
6,1,0,INSET_WALL|INVERT
6,3,0,CENTRECOLUMN|INVERT
6,4,0,INSET_WALL|INVERT
6,6,0,CENTRECOLUMN|INVERT
6,7,0,INSET_WALL|INVERT
6,9,0,CENTRECOLUMN|INVERT
9,0,0,INSET_WALL|INVERT
9,1,0,INSET_WALL|INVERT
9,2,0,INSET_WALL|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSET_WALL|INVERT
9,5,0,INSET_WALL|INVERT
9,6,0,INSET_WALL|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
9,9,0,INSET_WALL|INVERT
ROOM 176,6,6
0,3,0,WALL|INVERT
0,4,0,WALL|INVERT
0,4,2,WINDOW|INVERT
0,5,0,WALL|INVERT
0,5,2,WINDOW|INVERT
0,6,0,WALL|INVERT
0,6,2,WINDOW|INVERT
1,2,0,STORECUPBOARD
1,4,0,SIDE_CABINET
1,5,0,SOLIDBRICK
1,5,1,FOLDED_TOWEL|INVERT
1,6,0,SOLIDBRICK
1,6,1,FOLDED_TOWEL|INVERT
1,7,0,INSET_CORNER
2,1,0,SHOWER_PARTITION|INVERT
2,2,0,DOUBLE_SHOWER
2,5,0,SOLIDBRICK
2,6,0,SOLIDBRICK
2,7,0,INSET_WALL
3,0,0,SHOWER_PARTITION
3,2,0,SHOWER_PARTITION
3,5,0,SOLIDBRICK
3,6,0,SOLIDBRICK
3,7,0,INSET_WALL
4,0,0,SHOWER_PARTITION
4,7,0,INSET_WALL
5,0,0,SHOWER_PARTITION
5,1,0,SHOWER_PARTITION|INVERT
5,2,0,DOUBLE_SHOWER
5,7,0,INSET_WALL
6,0,0,WALL
6,5,0,DESK_LEFT|INVERT
6,5,1,MONITOR_FRONT|SPECIAL
6,6,0,DESK_RIGHT|INVERT
6,7,0,INSET_WALL
7,0,0,WALL
7,2,0,INFO|SPECIAL
7,6,0,CHAIR_NE|INVERT
7,7,0,INSET_WALL
8,0,0,GRILL
8,4,0,COR_DOOR|INVERT|SPECIAL
8,4,3,DOORJAMB|INVERT
8,7,0,INSET_WALL
9,1,0,INSET_CORNER|INVERT
9,2,0,INSET_WALL|INVERT
9,3,0,INSETEDGE|INVERT
9,5,0,INSET_CORNER|INVERT
9,6,0,INSET_WALL|INVERT
ROOM 177,7,6
0,1,0,WALL|INVERT
0,2,0,WALL|INVERT
0,3,0,WALL|INVERT
0,4,0,COR_DOOR|INVERT|SPECIAL
0,4,3,DOORJAMB|INVERT
0,5,0,WALL|INVERT
0,6,0,WALL|INVERT
0,7,0,WALL|INVERT
0,8,0,WALL|INVERT
1,0,0,WALL
1,1,0,PLANT
1,2,0,SOFA_SW
1,3,0,SOFA_SW
1,5,0,SOFA_SW
1,9,0,INSET_CORNER
2,0,0,WALL
2,1,0,SOFA_SW
2,8,0,INSET_WALL
2,9,0,INSETEDGE
3,0,0,WALLCURVE1
3,1,0,SOFA_SW
3,8,0,WALL
3,8,3,DOORJAMB
4,8,0,WALL
4,8,3,DOORJAMB
5,8,0,TERMINAL
5,9,0,INSET_CORNER
6,4,0,INSET_WCV1
6,5,0,INSET_WALL|INVERT
6,6,0,INSET_WALL|INVERT
6,7,0,INSET_WALL|INVERT
6,8,0,INSET_WALL|INVERT
7,0,0,WALLCURVE2|INVERT
7,4,0,INSET_WALL
8,0,0,WALL
8,1,0,COR_DOOR|INVERT|SPECIAL
8,1,3,DOORJAMB|INVERT
8,4,0,INSET_WALL
9,2,0,INSET_CORNER|INVERT
9,3,0,INSET_WALL|INVERT
ROOM 178,7,6
0,0,0,WALL|INVERT
0,1,0,COR_DOOR|INVERT|SPECIAL
0,1,3,DOORJAMB|INVERT
0,2,0,WALL|INVERT
0,3,0,WALL|INVERT
0,4,0,WALL|INVERT
0,5,0,WALL|INVERT
0,6,0,WALL|INVERT
0,7,0,WALL|INVERT
0,8,0,WALL|INVERT
1,0,0,INSIDEWALL|INVERT
1,2,0,PLANT
1,4,0,INSIDEWALL|INVERT
1,5,0,SOFA_SW
1,6,0,SOFA_SW
1,7,0,SOFA_SW
1,8,0,SOFA_SW
1,9,0,INSET_CORNER
2,0,0,INSIDEWALL|INVERT
2,4,0,CENTRECOLUMN|INVERT
2,8,0,SOFA_SW
2,9,0,INSET_WALL
3,0,0,INSIDEWALL|INVERT
3,3,0,SURGERY_DOOR|SPECIAL
3,6,0,INFO|SPECIAL
3,8,0,SOFA_SW
3,9,0,INSET_WALL
4,0,0,INSIDEWALL|INVERT
4,4,0,CENTRECOLUMN|INVERT
4,9,0,INSET_WALL
5,0,0,INSIDEWALL|INVERT
5,4,0,INSIDEWALL|INVERT
5,9,0,INSET_WALL
6,0,0,CENTRECOLUMN|INVERT
6,4,0,INSIDEWALL|INVERT
6,5,0,CHAIR_SE
6,6,0,DESK_LEFT
6,7,0,CHAIR_NE
6,9,0,INSET_WALL
7,4,0,INSIDEWALL|INVERT
7,5,0,CHAIR_SE
7,6,0,DESK_RIGHT
7,7,0,CHAIR_NE
7,9,0,INSET_WALL
8,4,0,INSIDEWALL|INVERT
8,9,0,INSET_WALL
9,0,0,INSET_WALL|INVERT
9,1,0,INSET_WALL|INVERT
9,2,0,INSET_WALL|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSET_WALL|INVERT
9,5,0,INSET_WALL|INVERT
9,6,0,INSET_WALL|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
ROOM 179,1,1
0,2,0,WALL|INVERT
0,3,0,WALL|INVERT
0,4,0,WALL|INVERT
0,5,0,WALL|INVERT
0,6,0,WALL|INVERT
0,7,0,WALL|INVERT
1,1,0,GRILL
1,2,0,CHEM_DRUM
1,4,0,FILING_CABINET
1,5,0,FILING_CABINET
1,6,0,FILING_CABINET
1,6,3,FOLDED_TOWEL|INVERT
1,7,0,FILING_CABINET
1,8,0,INSET_CORNER
2,1,0,WALL
2,8,0,INSET_WALL
3,1,0,WALL
3,8,0,INSET_WCV2|INVERT
4,1,0,GRILL
4,3,0,TRESSLE_SHELVES
4,3,3,FOLDED_TOWEL|INVERT
4,5,0,TRESSLE_SHELVES
4,5,3,FOLDED_TOWEL|INVERT
4,6,0,TRESSLE_SHELVES
4,9,0,INSETEDGE
5,1,0,WALL
5,3,0,TRESSLE_SHELVES
5,8,0,COR_DOOR|SPECIAL
5,8,3,DOORJAMB
6,1,0,GRILL
6,3,0,TRESSLE_SHELVES
6,9,0,INSET_CORNER
7,1,0,WALL
7,3,0,TRESSLE_SHELVES
7,3,2,FOLDED_TOWEL
7,3,3,FOLDED_TOWEL
7,5,0,TRESSLE_SHELVES
7,6,0,TRESSLE_SHELVES
7,6,3,FOLDED_TOWEL|INVERT
7,8,0,INSET_WCV1|INVERT
8,1,0,GRILL
8,8,0,INSET_WALL
9,2,0,INSET_CORNER|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSET_WALL|INVERT
9,5,0,INSET_WALL|INVERT
9,6,0,INSET_WALL|INVERT
9,7,0,INSET_WALL|INVERT
ROOM 180,1,1
0,1,0,WALL|INVERT
0,2,0,GRILL|INVERT
0,3,0,WALL|INVERT
0,4,0,WALL|INVERT
0,5,0,WALL|INVERT
0,6,0,WALL|INVERT
0,7,0,GRILL|INVERT
0,8,0,WALL|INVERT
1,0,0,WALL
1,1,0,RADSUIT_LOCKER
1,3,0,TRESSLE_SHELVES|INVERT
1,4,0,INSET_CORNER
1,5,0,CHEM_DRUM|INVERT
1,6,0,CHEM_DRUM|INVERT
1,8,0,CHEM_DRUM|INVERT
1,9,0,INSET_CORNER
2,0,0,WALL
2,1,0,RADSUIT_LOCKER
2,3,0,TRESSLE_SHELVES|INVERT
2,4,0,INSET_WALL
